symbol,coverage_start,entry_date,entry_price,exit_date,exit_price,shares,gross_pnl,fees,slippage,net_pnl,return,exit_reason,holding_days,strategy_version
06082.HK,20260102,20260105,35.47543999999999,20260105,33.1668,2818,-6505.747519999975,325.58464118399996,193.4275199999857,-6831.332161183976,-0.06833396535744142,stop_loss,1,reversal
06810.HK,20260429,20260430,86.08599999999998,20260504,81.86805,1161,-4897.039949999977,329.04238851,194.98994999998897,-5226.082338509977,-0.05228914004600029,stop_loss,2,reversal
06871.HK,20260518,20260519,55.05499999999999,20260519,49.93002,1816,-9306.963679999986,319.456271904,190.6436799999828,-9626.419951903987,-0.09628357177368074,stop_loss,1,reversal
07489.HK,20260319,20260320,6.32632,20260323,5.88411,15806,-6989.5712600000115,324.60191055599995,192.99125999999382,-7314.173170556011,-0.07314625659150988,stop_loss,2,reversal
07666.HK,20260513,20260514,24.144119999999997,20260515,21.6783,4141,-10210.960619999998,317.47060976399996,189.7406199999815,-10528.431229763997,-0.10530452979855963,stop_loss,2,reversal
08610.HK,20260113,20260114,0.6906899999999999,20260114,0.65934,144782,-4538.915699999983,330.012616032,195.45569999999455,-4868.928316031983,-0.04868953655040595,stop_loss,1,reversal
09611.HK,20260122,20260123,32.1321,20260127,30.969,3112,-3619.567200000005,332.02027584,196.36719999999565,-3951.587475840005,-0.03951781302809345,holding_period,3,reversal
09903.HK,20260108,20260109,155.95579999999998,20260112,187.3125,641,20099.644700000004,384.10928886,220.05529999998132,19715.535411140005,0.19721911939151995,take_profit,2,reversal
00068.HK,20260417,20260420,19.47946,20260420,37.40256,5133,91999.27230000001,542.357830872,292.06769999997584,91456.91446912801,0.914678282457522,take_profit,1,reversal_liquidity
00470.HK,20260211,20260212,45.044999999999995,20260216,45.954,2220,2017.9800000000105,344.439216,202.01999999998662,1673.5407840000105,0.016735424575424682,holding_period,3,reversal_liquidity
01609.HK,20260505,20260506,220.21999999999997,20260506,218.1816,454,-925.4335999999894,337.89563807999997,199.03359999998776,-1263.3292380799894,-0.012635834710743697,stop_loss,1,reversal_liquidity
01768.HK,20260128,20260129,392.79239999999993,20260202,391.608,254,-300.8375999999844,338.55367392,199.23759999998686,-639.3912739199843,-0.006408699557323254,holding_period,3,reversal_liquidity
02476.HK,20260421,20260422,310.30999999999995,20260424,315.2844,322,1601.7568000000174,343.25125295999993,201.4431999999881,1258.5055470400175,0.012595154265089926,holding_period,3,reversal_liquidity
02553.HK,20260603,20260604,20.240219999999997,20260604,34.205760000000005,4940,68989.76760000004,491.73222384,269.03239999997675,68498.03537616004,0.6850715587083545,take_profit,1,reversal_liquidity
02768.HK,20260204,20260205,40.22017999999999,20260209,41.178779999999996,2486,2383.0795999999973,345.19982455199994,202.36039999998764,2037.8797754479974,0.020381372435429156,holding_period,3,reversal_liquidity
03277.HK,20260417,20260420,67.31724999999999,20260421,97.4025,1485,44676.59625000002,438.17330699999997,244.65374999997584,44238.42294300002,0.44253417660406535,take_profit,2,reversal_liquidity
03388.HK,20260529,20260601,22.822799999999997,20260601,22.977,4381,675.550200000027,341.44094556000005,200.6497999999837,334.1092544400269,0.0033415374099587322,stop_loss,1,reversal_liquidity
03986.HK,20260113,20260114,230.22999999999996,20260116,271.728,434,18010.132000000027,379.34967839999996,217.86799999997947,17630.782321600025,0.17644930026495273,holding_period,3,reversal_liquidity
06082.HK,20260102,20260105,35.47543999999999,20260105,33.1668,2818,-6505.747519999975,325.58464118399996,193.4275199999857,-6831.332161183976,-0.06833396535744142,stop_loss,1,reversal_liquidity
06810.HK,20260429,20260430,86.08599999999998,20260504,81.86805,1161,-4897.039949999977,329.04238851,194.98994999998897,-5226.082338509977,-0.05228914004600029,stop_loss,2,reversal_liquidity
07666.HK,20260513,20260514,24.144119999999997,20260515,21.6783,4141,-10210.960619999998,317.47060976399996,189.7406199999815,-10528.431229763997,-0.10530452979855963,stop_loss,2,reversal_liquidity
09611.HK,20260122,20260123,32.1321,20260127,30.969,3112,-3619.567200000005,332.02027584,196.36719999999565,-3951.587475840005,-0.03951781302809345,holding_period,3,reversal_liquidity
09903.HK,20260108,20260109,155.95579999999998,20260112,187.3125,641,20099.644700000004,384.10928886,220.05529999998132,19715.535411140005,0.19721911939151995,take_profit,2,reversal_liquidity
00068.HK,20260417,20260420,19.47946,20260420,37.40256,5133,91999.27230000001,542.357830872,292.06769999997584,91456.91446912801,0.914678282457522,take_profit,1,reversal_liquidity_deep
01609.HK,20260505,20260506,220.21999999999997,20260506,218.1816,454,-925.4335999999894,337.89563807999997,199.03359999998776,-1263.3292380799894,-0.012635834710743697,stop_loss,1,reversal_liquidity_deep
01768.HK,20260128,20260129,392.79239999999993,20260202,391.608,254,-300.8375999999844,338.55367392,199.23759999998686,-639.3912739199843,-0.006408699557323254,holding_period,3,reversal_liquidity_deep
02553.HK,20260603,20260604,20.240219999999997,20260604,34.205760000000005,4940,68989.76760000004,491.73222384,269.03239999997675,68498.03537616004,0.6850715587083545,take_profit,1,reversal_liquidity_deep
02768.HK,20260204,20260205,40.22017999999999,20260209,41.178779999999996,2486,2383.0795999999973,345.19982455199994,202.36039999998764,2037.8797754479974,0.020381372435429156,holding_period,3,reversal_liquidity_deep
03388.HK,20260529,20260601,22.822799999999997,20260601,22.977,4381,675.550200000027,341.44094556000005,200.6497999999837,334.1092544400269,0.0033415374099587322,stop_loss,1,reversal_liquidity_deep
03986.HK,20260113,20260114,230.22999999999996,20260116,271.728,434,18010.132000000027,379.34967839999996,217.86799999997947,17630.782321600025,0.17644930026495273,holding_period,3,reversal_liquidity_deep
06810.HK,20260429,20260430,86.08599999999998,20260504,81.86805,1161,-4897.039949999977,329.04238851,194.98994999998897,-5226.082338509977,-0.05228914004600029,stop_loss,2,reversal_liquidity_deep
07666.HK,20260513,20260514,24.144119999999997,20260515,21.6783,4141,-10210.960619999998,317.47060976399996,189.7406199999815,-10528.431229763997,-0.10530452979855963,stop_loss,2,reversal_liquidity_deep
09611.HK,20260122,20260123,32.1321,20260127,30.969,3112,-3619.567200000005,332.02027584,196.36719999999565,-3951.587475840005,-0.03951781302809345,holding_period,3,reversal_liquidity_deep
09903.HK,20260108,20260109,155.95579999999998,20260112,187.3125,641,20099.644700000004,384.10928886,220.05529999998132,19715.535411140005,0.19721911939151995,take_profit,2,reversal_liquidity_deep
